Post_ID,Neighborhood,Topic,Date,Sentiment,Text,Sentiment_Score
501,Chinatown,Safety,2025-01-23,Negative,Water leakage not fixed for weeks.,-0.71
502,Harlem,Housing,2025-03-31,Neutral,Parks are okay but could be better.,0.02
503,Midtown,Safety,2025-03-02,Positive,Buses are on time lately!,0.28
504,Bronx Park,Safety,2025-03-19,Negative,Buses keep getting delayed.,-0.75
505,Chelsea,Housing,2025-02-11,Negative,Too much noise and trash!,-0.6
506,SoHo,Transport,2025-03-12,Negative,Too much noise and trash!,-0.81
507,SoHo,Housing,2025-02-06,Negative,Buses keep getting delayed.,-0.57
508,Midtown,Transport,2025-01-21,Negative,Roads full of potholes again.,-0.82
509,Bronx Park,Parks,2025-01-31,Negative,Buses keep getting delayed.,-0.48
510,Chelsea,Transport,2025-01-11,Negative,Buses keep getting delayed.,-0.28
511,Downtown,Sanitation,2025-03-18,Negative,Buses keep getting delayed.,-0.93
512,Queens Village,Sanitation,2025-01-19,Neutral,Mixed feelings about transport.,-0.06
513,Queens Village,Housing,2025-03-21,Negative,Buses keep getting delayed.,-0.32
514,Queens Village,Sanitation,2025-02-25,Negative,Buses keep getting delayed.,-0.49
515,Uptown,Sanitation,2025-02-01,Negative,Roads full of potholes again.,-0.94
516,SoHo,Parks,2025-02-25,Positive,Feeling safer at night recently.,0.59
517,Brooklyn Heights,Sanitation,2025-03-05,Positive,Great improvement in road maintenance.,0.37
518,Brooklyn Heights,Infrastructure,2025-02-04,Positive,Buses are on time lately!,0.36
519,Uptown,Infrastructure,2025-03-11,Neutral,Average service overall.,0.09
520,Midtown,Infrastructure,2025-01-18,Neutral,Parks are okay but could be better.,0.05
521,Chinatown,Transport,2025-01-04,Positive,Love how clean my area looks now!,0.76
522,Chinatown,Housing,2025-01-04,Positive,Great improvement in road maintenance.,0.39
523,Queens Village,Housing,2025-03-10,Neutral,Average service overall.,-0.08
524,Chinatown,Safety,2025-02-24,Positive,Feeling safer at night recently.,0.9
525,Midtown,Parks,2025-01-15,Positive,Buses are on time lately!,0.2
526,Downtown,Infrastructure,2025-03-19,Neutral,Mixed feelings about transport.,-0.02
527,Uptown,Infrastructure,2025-03-29,Positive,Buses are on time lately!,0.42
528,Downtown,Sanitation,2025-03-14,Neutral,Average service overall.,0.01
529,SoHo,Infrastructure,2025-02-27,Positive,Love how clean my area looks now!,0.4
530,Chinatown,Sanitation,2025-01-26,Negative,Buses keep getting delayed.,-0.75
531,Chelsea,Sanitation,2025-03-09,Positive,Love how clean my area looks now!,0.88
532,Queens Village,Safety,2025-03-26,Neutral,Parks are okay but could be better.,0.02
533,Uptown,Transport,2025-01-23,Positive,Great improvement in road maintenance.,0.32
534,Queens Village,Sanitation,2025-02-13,Neutral,Average service overall.,0.05
535,Chinatown,Sanitation,2025-03-16,Positive,Buses are on time lately!,0.37
536,Harlem,Housing,2025-01-01,Positive,Feeling safer at night recently.,0.55
537,Chinatown,Safety,2025-01-05,Neutral,Parks are okay but could be better.,0.03
538,Uptown,Sanitation,2025-01-18,Neutral,Parks are okay but could be better.,-0.05
539,Brooklyn Heights,Parks,2025-02-27,Negative,Too much noise and trash!,-0.69
540,Uptown,Transport,2025-02-23,Neutral,Parks are okay but could be better.,0.05
541,Bronx Park,Parks,2025-03-25,Positive,Feeling safer at night recently.,0.95
542,Chelsea,Infrastructure,2025-01-14,Negative,Water leakage not fixed for weeks.,-0.58
543,Chinatown,Transport,2025-02-09,Positive,Great improvement in road maintenance.,0.21
544,Bronx Park,Infrastructure,2025-02-24,Negative,Roads full of potholes again.,-0.73
545,Brooklyn Heights,Housing,2025-02-10,Positive,Love how clean my area looks now!,0.52
546,Midtown,Sanitation,2025-01-19,Negative,Water leakage not fixed for weeks.,-0.73
547,Midtown,Safety,2025-01-24,Neutral,Parks are okay but could be better.,-0.01
548,Chelsea,Parks,2025-02-01,Positive,Buses are on time lately!,0.71
549,SoHo,Infrastructure,2025-02-12,Neutral,Parks are okay but could be better.,-0.08
550,Chelsea,Sanitation,2025-02-02,Positive,Buses are on time lately!,0.42
551,Chelsea,Parks,2025-03-02,Negative,Too much noise and trash!,-0.59
552,Chelsea,Parks,2025-01-03,Neutral,Mixed feelings about transport.,-0.04
553,Chelsea,Housing,2025-02-23,Positive,Love how clean my area looks now!,0.99
554,Chelsea,Housing,2025-02-19,Positive,Buses are on time lately!,0.55
555,Downtown,Infrastructure,2025-03-03,Positive,Great improvement in road maintenance.,0.9
556,Brooklyn Heights,Sanitation,2025-01-27,Negative,Buses keep getting delayed.,-0.28
557,Uptown,Safety,2025-02-26,Positive,Great improvement in road maintenance.,0.87
558,Chinatown,Infrastructure,2025-01-24,Neutral,Parks are okay but could be better.,-0.09
559,Bronx Park,Parks,2025-02-21,Negative,Roads full of potholes again.,-0.24
560,Chelsea,Parks,2025-03-06,Positive,Love how clean my area looks now!,0.3
561,SoHo,Transport,2025-03-30,Negative,Buses keep getting delayed.,-0.97
562,Queens Village,Sanitation,2025-03-20,Negative,Too much noise and trash!,-0.67
563,Chinatown,Transport,2025-02-26,Positive,Buses are on time lately!,0.36
564,Queens Village,Housing,2025-03-15,Neutral,Parks are okay but could be better.,-0.06
565,Bronx Park,Safety,2025-03-19,Negative,Buses keep getting delayed.,-0.77
566,Bronx Park,Infrastructure,2025-01-22,Neutral,Average service overall.,-0.05
567,Chinatown,Parks,2025-01-03,Positive,Love how clean my area looks now!,0.75
568,SoHo,Sanitation,2025-01-08,Positive,Buses are on time lately!,0.35
569,Downtown,Parks,2025-02-17,Negative,Too much noise and trash!,-0.57
570,Midtown,Housing,2025-02-14,Neutral,Average service overall.,0.1
571,Bronx Park,Transport,2025-01-10,Negative,Too much noise and trash!,-0.65
572,SoHo,Transport,2025-01-19,Positive,Feeling safer at night recently.,0.71
573,Bronx Park,Infrastructure,2025-01-15,Negative,Buses keep getting delayed.,-0.22
574,Harlem,Sanitation,2025-03-28,Negative,Roads full of potholes again.,-0.89
575,Midtown,Housing,2025-01-06,Positive,Feeling safer at night recently.,0.53
576,Bronx Park,Sanitation,2025-03-21,Positive,Feeling safer at night recently.,0.88
577,SoHo,Infrastructure,2025-03-31,Negative,Buses keep getting delayed.,-0.25
578,Bronx Park,Housing,2025-01-11,Negative,Buses keep getting delayed.,-0.52
579,Queens Village,Housing,2025-02-28,Negative,Too much noise and trash!,-0.89
580,Chinatown,Transport,2025-01-29,Negative,Buses keep getting delayed.,-0.28
581,Chinatown,Transport,2025-01-19,Neutral,Mixed feelings about transport.,-0.07
582,Bronx Park,Transport,2025-01-05,Neutral,Mixed feelings about transport.,-0.03
583,SoHo,Parks,2025-03-09,Neutral,Parks are okay but could be better.,-0.02
584,Queens Village,Safety,2025-03-25,Negative,Water leakage not fixed for weeks.,-0.64
585,Downtown,Transport,2025-02-03,Negative,Roads full of potholes again.,-0.37
586,Downtown,Safety,2025-03-12,Neutral,Mixed feelings about transport.,0.06
587,Queens Village,Safety,2025-01-14,Negative,Water leakage not fixed for weeks.,-0.42
588,Uptown,Sanitation,2025-01-23,Neutral,Mixed feelings about transport.,-0.1
589,SoHo,Infrastructure,2025-03-24,Positive,Buses are on time lately!,0.65
590,Downtown,Parks,2025-01-15,Neutral,Parks are okay but could be better.,0.05
591,Uptown,Safety,2025-01-11,Negative,Roads full of potholes again.,-0.64
592,SoHo,Parks,2025-02-09,Positive,Great improvement in road maintenance.,0.96
593,Queens Village,Sanitation,2025-01-17,Negative,Too much noise and trash!,-0.34
594,Chelsea,Transport,2025-01-13,Negative,Roads full of potholes again.,-0.49
595,Uptown,Housing,2025-02-08,Positive,Buses are on time lately!,0.25
596,Uptown,Safety,2025-01-03,Negative,Too much noise and trash!,-0.48
597,Bronx Park,Infrastructure,2025-03-25,Negative,Roads full of potholes again.,-0.27
598,Brooklyn Heights,Housing,2025-03-25,Neutral,Average service overall.,-0.02
599,Brooklyn Heights,Sanitation,2025-01-14,Neutral,Parks are okay but could be better.,0.07
600,SoHo,Parks,2025-03-17,Negative,Buses keep getting delayed.,-0.75
601,Bronx Park,Transport,2025-03-16,Neutral,Mixed feelings about transport.,0.01
602,Chinatown,Parks,2025-02-15,Positive,Love how clean my area looks now!,0.72
603,Midtown,Infrastructure,2025-02-07,Positive,Buses are on time lately!,0.74
604,Chelsea,Safety,2025-03-15,Positive,Feeling safer at night recently.,0.91
605,Midtown,Infrastructure,2025-03-16,Neutral,Parks are okay but could be better.,-0.05
606,Uptown,Parks,2025-02-09,Negative,Water leakage not fixed for weeks.,-0.79
607,Harlem,Parks,2025-03-26,Negative,Buses keep getting delayed.,-0.44
608,Downtown,Housing,2025-01-05,Neutral,Parks are okay but could be better.,-0.06
609,Downtown,Infrastructure,2025-03-24,Neutral,Mixed feelings about transport.,-0.01
610,Bronx Park,Infrastructure,2025-02-01,Negative,Water leakage not fixed for weeks.,-0.98
611,Brooklyn Heights,Infrastructure,2025-02-04,Positive,Great improvement in road maintenance.,0.31
612,Harlem,Transport,2025-03-08,Negative,Buses keep getting delayed.,-0.46
613,Bronx Park,Parks,2025-03-23,Negative,Roads full of potholes again.,-0.4
614,Uptown,Sanitation,2025-01-09,Negative,Too much noise and trash!,-0.91
615,Harlem,Transport,2025-01-13,Positive,Buses are on time lately!,0.38
616,Downtown,Transport,2025-03-02,Neutral,Average service overall.,-0.08
617,SoHo,Transport,2025-03-09,Positive,Feeling safer at night recently.,0.55
618,Uptown,Housing,2025-03-18,Positive,Love how clean my area looks now!,0.3
619,Bronx Park,Sanitation,2025-03-01,Neutral,Mixed feelings about transport.,-0.01
620,Chinatown,Infrastructure,2025-03-24,Negative,Too much noise and trash!,-0.41
621,Queens Village,Housing,2025-02-11,Negative,Water leakage not fixed for weeks.,-0.45
622,Uptown,Parks,2025-02-14,Negative,Water leakage not fixed for weeks.,-0.78
623,Uptown,Safety,2025-02-12,Negative,Too much noise and trash!,-0.46
624,Chinatown,Housing,2025-02-01,Positive,Feeling safer at night recently.,0.94
625,Chelsea,Safety,2025-03-10,Neutral,Parks are okay but could be better.,-0.03
626,SoHo,Parks,2025-03-20,Positive,Buses are on time lately!,0.46
627,Chinatown,Sanitation,2025-01-20,Positive,Love how clean my area looks now!,0.66
628,Midtown,Safety,2025-01-22,Neutral,Average service overall.,-0.05
629,Midtown,Transport,2025-01-21,Negative,Buses keep getting delayed.,-0.48
630,Uptown,Housing,2025-02-07,Neutral,Average service overall.,0.07
631,Chelsea,Safety,2025-01-06,Positive,Buses are on time lately!,0.57
632,Downtown,Parks,2025-01-06,Positive,Love how clean my area looks now!,0.74
633,Chelsea,Transport,2025-03-15,Positive,Feeling safer at night recently.,0.72
634,Midtown,Safety,2025-02-12,Positive,Buses are on time lately!,0.23
635,Chelsea,Parks,2025-02-08,Positive,Love how clean my area looks now!,0.35
636,Chelsea,Sanitation,2025-01-21,Neutral,Mixed feelings about transport.,0.08
637,SoHo,Parks,2025-03-01,Neutral,Mixed feelings about transport.,0.09
638,Uptown,Sanitation,2025-02-25,Positive,Buses are on time lately!,0.82
639,SoHo,Transport,2025-01-29,Neutral,Mixed feelings about transport.,0.08
640,Downtown,Parks,2025-02-07,Neutral,Parks are okay but could be better.,-0.04
641,Downtown,Infrastructure,2025-01-08,Negative,Water leakage not fixed for weeks.,-0.8
642,Midtown,Housing,2025-03-21,Positive,Love how clean my area looks now!,0.51
643,Bronx Park,Infrastructure,2025-02-04,Negative,Roads full of potholes again.,-0.96
644,Chinatown,Infrastructure,2025-02-04,Negative,Water leakage not fixed for weeks.,-0.35
645,Brooklyn Heights,Infrastructure,2025-02-01,Negative,Water leakage not fixed for weeks.,-0.21
646,Uptown,Housing,2025-02-24,Positive,Feeling safer at night recently.,0.86
647,Bronx Park,Infrastructure,2025-01-19,Negative,Roads full of potholes again.,-0.56
648,Uptown,Sanitation,2025-01-11,Positive,Great improvement in road maintenance.,0.44
649,Chinatown,Parks,2025-01-10,Positive,Feeling safer at night recently.,0.36
650,Chinatown,Transport,2025-02-11,Positive,Buses are on time lately!,0.49
651,Harlem,Infrastructure,2025-03-25,Negative,Water leakage not fixed for weeks.,-0.47
652,SoHo,Infrastructure,2025-01-11,Negative,Buses keep getting delayed.,-0.64
653,Midtown,Transport,2025-04-01,Positive,Love how clean my area looks now!,0.95
654,Harlem,Transport,2025-03-17,Neutral,Parks are okay but could be better.,0.07
655,Downtown,Infrastructure,2025-02-01,Negative,Roads full of potholes again.,-0.92
656,Brooklyn Heights,Sanitation,2025-02-22,Neutral,Parks are okay but could be better.,-0.07
657,Midtown,Transport,2025-02-01,Positive,Love how clean my area looks now!,0.74
658,Downtown,Parks,2025-01-12,Neutral,Parks are okay but could be better.,-0.05
659,Chelsea,Parks,2025-02-11,Negative,Too much noise and trash!,-0.37
660,SoHo,Sanitation,2025-03-26,Positive,Great improvement in road maintenance.,0.67
661,SoHo,Housing,2025-01-28,Neutral,Average service overall.,-0.05
662,SoHo,Safety,2025-01-17,Positive,Feeling safer at night recently.,0.58
663,Harlem,Sanitation,2025-01-10,Positive,Love how clean my area looks now!,0.52
664,Queens Village,Infrastructure,2025-03-27,Neutral,Mixed feelings about transport.,0.07
665,Bronx Park,Safety,2025-02-19,Positive,Buses are on time lately!,0.23
666,Chinatown,Infrastructure,2025-02-23,Neutral,Average service overall.,0.08
667,Brooklyn Heights,Parks,2025-03-05,Positive,Love how clean my area looks now!,0.72
668,Chinatown,Transport,2025-03-12,Negative,Roads full of potholes again.,-0.41
669,Queens Village,Infrastructure,2025-02-15,Neutral,Parks are okay but could be better.,-0.1
670,Chelsea,Parks,2025-03-19,Negative,Roads full of potholes again.,-0.5
671,Chelsea,Sanitation,2025-03-17,Negative,Buses keep getting delayed.,-0.53
672,Chelsea,Infrastructure,2025-03-03,Negative,Buses keep getting delayed.,-0.57
673,Midtown,Parks,2025-01-06,Negative,Too much noise and trash!,-0.37
674,Downtown,Transport,2025-03-23,Negative,Water leakage not fixed for weeks.,-0.56
675,Downtown,Infrastructure,2025-01-08,Positive,Buses are on time lately!,0.89
676,Chelsea,Housing,2025-01-20,Negative,Water leakage not fixed for weeks.,-0.81
677,Brooklyn Heights,Parks,2025-03-17,Negative,Roads full of potholes again.,-0.36
678,Harlem,Infrastructure,2025-03-10,Negative,Water leakage not fixed for weeks.,-0.86
679,Brooklyn Heights,Transport,2025-01-12,Negative,Water leakage not fixed for weeks.,-0.35
680,Brooklyn Heights,Infrastructure,2025-02-01,Negative,Too much noise and trash!,-0.25
681,Downtown,Infrastructure,2025-03-06,Positive,Feeling safer at night recently.,0.47
682,SoHo,Housing,2025-03-28,Neutral,Average service overall.,0.01
683,Brooklyn Heights,Parks,2025-03-24,Positive,Feeling safer at night recently.,0.73
684,Brooklyn Heights,Safety,2025-03-20,Neutral,Average service overall.,-0.08
685,Chinatown,Infrastructure,2025-03-09,Neutral,Mixed feelings about transport.,-0.0
686,SoHo,Safety,2025-03-03,Positive,Feeling safer at night recently.,0.49
687,Downtown,Sanitation,2025-01-05,Positive,Love how clean my area looks now!,0.9
688,Harlem,Infrastructure,2025-01-14,Negative,Roads full of potholes again.,-0.3
689,Bronx Park,Safety,2025-02-22,Negative,Too much noise and trash!,-0.44
690,Downtown,Sanitation,2025-01-13,Negative,Roads full of potholes again.,-0.48
691,Downtown,Housing,2025-03-12,Negative,Water leakage not fixed for weeks.,-0.41
692,Brooklyn Heights,Parks,2025-02-11,Negative,Too much noise and trash!,-0.71
693,Chinatown,Infrastructure,2025-03-07,Positive,Feeling safer at night recently.,0.52
694,Queens Village,Parks,2025-01-28,Negative,Buses keep getting delayed.,-0.56
695,Chelsea,Sanitation,2025-01-20,Positive,Love how clean my area looks now!,0.95
696,Uptown,Parks,2025-01-25,Positive,Love how clean my area looks now!,0.78
697,Chinatown,Parks,2025-01-19,Neutral,Parks are okay but could be better.,0.01
698,Queens Village,Transport,2025-03-19,Negative,Buses keep getting delayed.,-0.38
699,Brooklyn Heights,Sanitation,2025-02-06,Positive,Love how clean my area looks now!,0.5
700,Brooklyn Heights,Parks,2025-01-13,Neutral,Parks are okay but could be better.,0.05
701,Harlem,Safety,2025-02-14,Neutral,Average service overall.,-0.02
702,Queens Village,Sanitation,2025-01-24,Negative,Water leakage not fixed for weeks.,-0.78
703,Midtown,Transport,2025-01-17,Neutral,Parks are okay but could be better.,0.02
704,Chelsea,Infrastructure,2025-03-09,Positive,Great improvement in road maintenance.,0.75
705,Uptown,Housing,2025-01-14,Positive,Great improvement in road maintenance.,0.57
706,Harlem,Parks,2025-02-05,Positive,Love how clean my area looks now!,0.65
707,Chinatown,Safety,2025-01-13,Positive,Love how clean my area looks now!,0.76
708,Chinatown,Transport,2025-02-26,Neutral,Mixed feelings about transport.,0.05
709,Queens Village,Sanitation,2025-01-30,Negative,Water leakage not fixed for weeks.,-0.28
710,Chelsea,Housing,2025-01-16,Positive,Great improvement in road maintenance.,0.48
711,Chelsea,Housing,2025-01-06,Positive,Feeling safer at night recently.,0.96
712,Chinatown,Parks,2025-02-20,Neutral,Average service overall.,0.03
713,Midtown,Transport,2025-02-13,Positive,Great improvement in road maintenance.,0.83
714,Brooklyn Heights,Transport,2025-02-14,Neutral,Mixed feelings about transport.,0.04
715,Chelsea,Safety,2025-02-01,Neutral,Parks are okay but could be better.,-0.06
716,Queens Village,Infrastructure,2025-03-31,Positive,Buses are on time lately!,0.26
717,Chinatown,Infrastructure,2025-03-13,Positive,Great improvement in road maintenance.,0.78
718,Brooklyn Heights,Infrastructure,2025-01-10,Negative,Too much noise and trash!,-0.59
719,SoHo,Housing,2025-02-16,Neutral,Average service overall.,0.04
720,Downtown,Housing,2025-02-23,Negative,Roads full of potholes again.,-0.62
721,Brooklyn Heights,Sanitation,2025-02-12,Negative,Too much noise and trash!,-0.75
722,Chelsea,Housing,2025-03-08,Negative,Too much noise and trash!,-0.77
723,Downtown,Housing,2025-03-27,Negative,Water leakage not fixed for weeks.,-0.42
724,Chelsea,Transport,2025-01-08,Neutral,Parks are okay but could be better.,-0.04
725,Queens Village,Sanitation,2025-02-12,Neutral,Parks are okay but could be better.,0.04
726,Bronx Park,Transport,2025-01-31,Negative,Buses keep getting delayed.,-0.69
727,Brooklyn Heights,Safety,2025-02-06,Neutral,Mixed feelings about transport.,0.05
728,Downtown,Safety,2025-03-07,Negative,Too much noise and trash!,-0.89
729,Queens Village,Sanitation,2025-03-15,Negative,Buses keep getting delayed.,-0.84
730,Chelsea,Sanitation,2025-01-27,Negative,Water leakage not fixed for weeks.,-0.45
731,Brooklyn Heights,Housing,2025-01-11,Negative,Roads full of potholes again.,-0.55
732,Queens Village,Safety,2025-03-22,Positive,Feeling safer at night recently.,0.36
733,Chelsea,Parks,2025-03-10,Positive,Great improvement in road maintenance.,0.92
734,Bronx Park,Infrastructure,2025-03-16,Neutral,Mixed feelings about transport.,-0.04
735,Bronx Park,Housing,2025-02-22,Positive,Feeling safer at night recently.,0.54
736,Uptown,Infrastructure,2025-03-03,Positive,Love how clean my area looks now!,0.36
737,Harlem,Safety,2025-02-25,Positive,Feeling safer at night recently.,0.51
738,Queens Village,Infrastructure,2025-02-14,Neutral,Parks are okay but could be better.,-0.0
739,Harlem,Parks,2025-03-26,Negative,Roads full of potholes again.,-0.76
740,Uptown,Parks,2025-03-06,Positive,Feeling safer at night recently.,0.82
741,Midtown,Transport,2025-02-24,Positive,Feeling safer at night recently.,0.52
742,Brooklyn Heights,Sanitation,2025-01-01,Positive,Love how clean my area looks now!,0.78
743,Chelsea,Infrastructure,2025-02-15,Neutral,Average service overall.,-0.06
744,Chinatown,Parks,2025-01-15,Positive,Buses are on time lately!,0.5
745,Harlem,Sanitation,2025-02-25,Neutral,Mixed feelings about transport.,-0.1
746,Harlem,Sanitation,2025-02-11,Positive,Love how clean my area looks now!,0.81
747,Queens Village,Transport,2025-03-22,Negative,Water leakage not fixed for weeks.,-0.5
748,Brooklyn Heights,Sanitation,2025-02-04,Negative,Too much noise and trash!,-0.35
